region,AGS,tooltip
Haussömmern,16064021,"In Westhofen hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 3.6 auf 9.6 erhöht."
Herbsleben,16064022,"In Westoverledingen hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.4 auf 2.4 verringert."
Hornsömmern,16064027,"In Westre hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 3.4 auf 1.6 verringert."
Kammerforst,16064032,"In Wethau hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 3.0 auf 8.0 erhöht."
Kirchheilingen,16064033,"In Wetschen hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 3.2 auf 4.2 erhöht."
Körner,16064037,"In Wettenberg hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.4 auf 5.0 erhöht."
Kutzleben,16064038,"In Wetter (Hessen) hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.4 auf 3.4 erhöht."
Marolterode,16064043,"In Wetter (Ruhr) hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 4.0 auf 6.4 erhöht."
Mittelsömmern,16064045,"In Wetterzeube hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 3.0 auf 8.0 erhöht."
"Mühlhausen/Thüringen, Stadt",16064046,"In Wettin-Löbejün hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 3.6 auf 8.0 erhöht."
Oppershausen,16064053,"In Wettlingen hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.2 auf 4.2 erhöht."
Rodeberg,16064055,"In Wettringen hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 4.6 auf 6.8 erhöht."
Schönstedt,16064058,"In Wettringen hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.8 auf 6.2 erhöht."
Sundhausen,16064061,"In Wettrup hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 3.6 auf 4.8 erhöht."
Tottleben,16064062,"In Wettstetten hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 3.6 auf 7.0 erhöht."
Urleben,16064064,"In Wetzlar hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.4 auf 4.6 erhöht."
Unstruttal,16064071,"In Wewelsfleth hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 4.0 auf 3.2 verringert."
Menteroda,16064072,"In Weyarn hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 0.8 auf 6.0 erhöht."
Anrode,16064073,"In Weyer hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.8 auf 4.0 erhöht."
Südeichsfeld,16064074,"In Weyerbusch hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.4 auf 5.4 erhöht."
Vogtei,16064075,"In Weyhausen hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 4.2 auf 6.4 erhöht."
Unstrut-Hainich,16064076,"In Weyhe hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.8 auf 5.0 erhöht."
"Nottertal-Heilinger Höhen, Stadt",16064077,"In Weyher in der Pfalz hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.0 auf 8.2 erhöht."
Abtsbessingen,16065001,"In Weßling hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.8 auf 7.6 erhöht."
"Bad Frankenhausen/Kyffhäuser, Stadt",16065003,"In Wichmar hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 3.0 auf 7.8 erhöht."
Bellstedt,16065005,"In Wickede (Ruhr) hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 3.8 auf 6.2 erhöht."
Borxleben,16065008,"In Wickenrodt hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.4 auf 4.2 erhöht."
"Clingen, Stadt",16065012,"In Widdern hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 3.6 auf 9.0 erhöht."
"Ebeleben, Stadt",16065014,"In Wiebelsheim hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.8 auf 4.0 erhöht."
Etzleben,16065016,"In Wieck a.Darß hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 4.2 auf 3.6 verringert."
Freienbessingen,16065018,"In Wied hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.6 auf 4.0 erhöht."
Gehofen,16065019,"In Wiedemar hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 3.8 auf 9.0 erhöht."
Helbedündorf,16065032,"In Wieden hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 0.4 auf 2.0 erhöht."
Holzsußra,16065038,"In Wiedenborstel hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 4.6 auf 2.6 verringert."
Kalbsrieth,16065042,"In Wiedensahl hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 5.4 auf 5.2 verringert."
Mönchpfiffel-Nikolausrieth,16065046,"In Wiedergeltingen hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.8 auf 5.8 erhöht."
Niederbösa,16065048,"In Wiefelstede hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.8 auf 2.4 verringert."
Oberbösa,16065051,"In Wiegendorf hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.8 auf 6.2 erhöht."
Oberheldrungen,16065052,"In Wiehl hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 3.2 auf 5.0 erhöht."
Reinsdorf,16065056,"In Wiek hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.8 auf 1.6 verringert."
Rockstedt,16065058,"In Wielen hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 3.4 auf 5.8 erhöht."
"Sondershausen, Stadt",16065067,"In Wielenbach hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.4 auf 7.0 erhöht."
Topfstedt,16065074,"In Wiemersdorf hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 4.6 auf 3.6 verringert."
Trebra,16065075,"In Wiemerstedt hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 4.4 auf 2.2 verringert."
Wasserthaleben,16065077,"In Wiendorf hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 5.6 auf 4.2 verringert."
Westgreußen,16065079,"In Wienhausen hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 4.0 auf 5.2 erhöht."
Kyffhäuserland,16065085,"In Wiernsheim hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 4.2 auf 7.8 erhöht."
"Artern, Stadt",16065086,"In Wierschem hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.2 auf 4.2 erhöht."
"Roßleben-Wiehe, Stadt",16065087,"In Wiersdorf hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.2 auf 4.2 erhöht."
"An der Schmücke, Stadt",16065088,"In Wiershop hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 4.8 auf 6.2 erhöht."
"Greußen, Stadt",16065089,"In Wiesau hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.0 auf 4.0 erhöht."
Belrieth,16066005,"In Wiesbach hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.4 auf 5.8 erhöht."
Birx,16066012,"In Wiesbaden hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.2 auf 6.8 erhöht."
Breitungen/Werra,16066013,"In Wiesbaum hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.0 auf 3.4 erhöht."
Christes,16066015,"In Wiesemscheid hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.2 auf 3.6 erhöht."
Dillstädt,16066016,"In Wiesen hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.6 auf 4.2 erhöht."
Einhausen,16066017,"In Wiesenau hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 7.6 auf 9.4 erhöht."
Ellingshausen,16066018,"In Wiesenaue hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 6.2 auf 7.0 erhöht."
Erbenhausen,16066019,"In Wiesenbach hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 4.2 auf 7.8 erhöht."
Fambach,16066022,"In Wiesenbach hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.0 auf 5.4 erhöht."
Floh-Seligenthal,16066023,"In Wiesenbronn hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.2 auf 7.0 erhöht."
Frankenheim/Rhön,16066024,"In Wiesenburg/Mark hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 5.4 auf 7.8 erhöht."
Friedelshausen,16066025,"In Wiesener Forst hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.8 auf 4.4 erhöht."
Kühndorf,16066038,"In Wiesenfeld hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.4 auf 4.0 erhöht."
Leutersdorf,16066039,"In Wiesenfelden hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.4 auf 6.8 erhöht."
Mehmels,16066041,"In Wiesengrund hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 9.4 auf 10.8 erhöht."
"Meiningen, Stadt",16066042,"In Wiesensteig hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.4 auf 4.8 erhöht."
Neubrunn,16066045,"In Wiesent hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.0 auf 7.2 erhöht."
"Oberhof, Stadt",16066047,"In Wiesenthal hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.2 auf 3.8 erhöht."
Obermaßfeld-Grimmenthal,16066049,"In Wiesenthau hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.4 auf 7.2 erhöht."
Oberweid,16066052,"In Wiesentheid hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.2 auf 6.8 erhöht."
Rippershausen,16066056,"In Wiesenttal hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.6 auf 6.4 erhöht."
Ritschenhausen,16066057,"In Wieseth hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.6 auf 6.4 erhöht."
Rohr,16066058,"In Wiesloch hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 5.2 auf 9.4 erhöht."
Rosa,16066059,"In Wiesmoor hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.4 auf 2.0 verringert."
Roßdorf,16066061,"In Wiesthal hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.8 auf 4.4 erhöht."
"Schmalkalden, Stadt",16066063,"In Wiesweiler hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.8 auf 5.2 erhöht."
Schwallungen,16066064,"In Wietmarschen hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 3.4 auf 5.6 erhöht."
Schwarza,16066065,"In Wietze hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 4.2 auf 5.4 erhöht."
"Steinbach-Hallenberg, Stadt",16066069,"In Wietzen hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 5.0 auf 5.6 erhöht."
Sülzfeld,16066073,"In Wietzendorf hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 4.4 auf 5.6 erhöht."
"Brotterode-Trusetal, Stadt",16066074,"In Wiggensbach hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.2 auf 4.6 erhöht."
Untermaßfeld,16066076,"In Wilburgstetten hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.4 auf 6.0 erhöht."
Utendorf,16066079,"In Wildau hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 6.8 auf 9.0 erhöht."
Vachdorf,16066081,"In Wildberg hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.4 auf 5.4 erhöht."
"Wasungen, Stadt",16066086,"In Wildberg hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 6.4 auf 5.4 verringert."
"Zella-Mehlis, Stadt",16066092,"In Wildeck hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.4 auf 4.4 erhöht."
Rhönblick,16066093,"In Wildenberg hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.8 auf 7.6 erhöht."
Grabfeld,16066094,"In Wildenfels hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.2 auf 6.6 erhöht."
"Kaltennordheim, Stadt",16066095,"In Wildeshausen hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 3.0 auf 4.0 erhöht."
Bienstädt,16067004,"In Wildflecken hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 0.6 auf 3.8 erhöht."
Dachwig,16067009,"In Wildpoldsried hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.2 auf 5.0 erhöht."
Döllstädt,16067011,"In Wildsteig hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 0.6 auf 3.4 erhöht."
Emleben,16067013,"In Wilgartswiesen hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.4 auf 6.2 erhöht."
Eschenbergen,16067016,"In Wilhelmsburg hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 4.6 auf 5.2 erhöht."
"Friedrichroda, Stadt",16067019,"In Wilhelmsdorf hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.4 auf 3.8 erhöht."
Friemar,16067022,"In Wilhelmsdorf hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.4 auf 7.2 erhöht."
Gierstädt,16067026,"In Wilhelmsdorf hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.2 auf 6.4 erhöht."
"Gotha, Stadt",16067029,"In Wilhelmsfeld hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 3.6 auf 7.2 erhöht."
Großfahner,16067033,"In Wilhelmshaven hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.4 auf 1.6 verringert."
Herrenhof,16067036,"In Wilhelmsthal hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 0.8 auf 3.4 erhöht."
Luisenthal,16067044,"In Wilhermsdorf hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.8 auf 7.0 erhöht."
Molschleben,16067047,"In Wilkau-Haßlau hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.2 auf 6.4 erhöht."
Nottleben,16067052,"In Willanzheim hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.2 auf 7.2 erhöht."
"Ohrdruf, Stadt",16067053,"In Willebadessen hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.6 auf 3.6 erhöht."
Pferdingsleben,16067055,"In Willenscharen hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 4.8 auf 3.0 verringert."
Schwabhausen,16067059,"In Willich hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 5.2 auf 7.8 erhöht."
Sonneborn,16067063,"In Willingen hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.4 auf 2.4 erhöht."
Bad Tabarz,16067064,"In Willingen (Upland) hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 0.8 auf 2.0 erhöht."
"Tambach-Dietharz/Thür. Wald, Stadt",16067065,"In Willingshausen hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.4 auf 4.2 erhöht."
Tonna,16067067,"In Willmars hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 0.4 auf 3.8 erhöht."
Tröchtelborn,16067068,"In Willmenrod hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.4 auf 3.2 erhöht."
Tüttleben,16067071,"In Willmering hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.0 auf 5.8 erhöht."
"Waltershausen, Stadt",16067072,"In Willroth hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.4 auf 5.4 erhöht."
Zimmernsupra,16067082,"In Willstätt hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 3.0 auf 9.0 erhöht."
Nesse-Apfelstädt,16067087,"In Willwerscheid hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.4 auf 4.2 erhöht."
Hörsel,16067088,"In Wilnsdorf hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.0 auf 2.4 erhöht."
Drei Gleichen,16067089,"In Wilsdruff hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 3.0 auf 7.8 erhöht."
Nessetal,16067091,"In Wilsecker hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.2 auf 4.0 erhöht."
Georgenthal,16067092,"In Wilstedt hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 3.0 auf 4.6 erhöht."
Alperstedt,16068001,"In Wilster hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 4.2 auf 3.0 verringert."
Andisleben,16068002,"In Wilsum hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 3.4 auf 5.8 erhöht."
Büchel,16068005,"In Wilthen hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 3.2 auf 7.4 erhöht."
Eckstedt,16068007,"In Wiltingen hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.2 auf 4.4 erhöht."
Elxleben,16068009,"In Wilzenberg-Hußweiler hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.4 auf 4.0 erhöht."
Gangloffsömmern,16068013,"In Wimbach hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.2 auf 3.8 erhöht."
"Gebesee, Stadt",16068014,"In Wimmelburg hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.6 auf 6.4 erhöht."
